3,Mathématiques,Vrai ou faux : La multiplication est une opération commutative.,VRAI,Vrai. La multiplication est une opération commutative ce qui signifie que l'ordre des facteurs n'affecte pas le produit. A x B = B x A.
3,Mathématiques,Le carré de 9 est égal à 81.,VRAI,Vrai. Le carré de 9, noté 9² est égal à 81, car 9 multiplié par lui-même donne 81.
3,Mathématiques,Vrai ou faux : Tous les rectangles sont des carrés.,FAUX,Faux. Tous les carrés sont des rectangles, mais tous les rectangles ne sont pas des carrés. Un rectangle a quatre côtés avec des angles droits mais ses côtés peuvent avoir des longueurs différentes.
3,Mathématiques,L'addition de zéro à n'importe quel nombre donne le même nombre.,VRAI,Vrai. L'addition de zéro à n'importe quel nombre n'affecte pas sa valeur. A + 0 = A.
3,Mathématiques,Vrai ou faux : 24 est un nombre premier.,FAUX,Faux. 24 n'est pas un nombre premier car il a plusieurs diviseurs autres que 1 et lui-même. Par exemple 24 peut être divisé par 2, 3, 4, 6, 8, et 12.
3,Mathématiques,La racine carrée de 25 est égale à 5.,VRAI,Vrai. La racine carrée de 25 est 5 car 5 multiplié par lui-même donne 25.
4,Science,Vrai ou faux : Le soleil est une étoile.,VRAI,Vrai. Le soleil est une étoile. C'est une étoile de type naine jaune qui se trouve au centre de notre système solaire.
4,Science,Les plantes produisent de l'oxygène lors de la photosynthèse.,VRAI,Vrai. Les plantes produisent de l'oxygène lors de la photosynthèse un processus où elles utilisent la lumière du soleil pour convertir le dioxyde de carbone et l'eau en glucose et en oxygène.
4,Science,Vrai ou faux : L'eau bout à une température de 100 degrés Celsius.,VRAI,Vrai. L'eau bout à une température de 100 degrés Celsius à la pression atmosphérique normale.
4,Science,Tous les insectes ont six pattes.,VRAI,Vrai. Tous les insectes ont six pattes. C'est l'une des caractéristiques qui définissent les insectes en tant que groupe d'arthropodes.
4,Science,Vrai ou faux : La Terre tourne autour du soleil.,VRAI,Vrai. La Terre tourne autour du soleil. Ce mouvement est connu sous le nom de révolution et il prend environ 365 jours pour que la Terre fasse une orbite complète.
4,Science,Les planètes du système solaire tournent autour de leur propre axe.,VRAI,Vrai. Les planètes du système solaire tournent sur leur propre axe. Ce mouvement est appelé rotation. Par exemple la Terre effectue une rotation complète sur son axe en environ 24 heures.
4,Science,Vrai ou faux : Les dinosaures sont des animaux qui existent encore aujourd'hui.,FAUX,Faux. Les dinosaures ont disparu il y a des millions d'années. Aucun dinosaure ne survit à l'époque moderne.
4,Science,L'eau est une substance qui peut exister sous forme de solide de liquide et de gaz.,VRAI,Vrai. L'eau est une substance qui peut exister sous forme de solide (glace) de liquide (eau) et de gaz (vapeur d'eau) en fonction de la température.
4,Science,Vrai ou faux : La lune est plus petite que la Terre.,VRAI,Vrai. La Lune est plus petite que la Terre. C'est le seul satellite naturel de la Terre.
4,Science,Le système solaire comprend le soleil les planètes les lunes et d'autres objets célestes.,VRAI,Vrai. Le système solaire est composé du soleil des planètes des lunes des astéroïdes des comètes et d'autres objets célestes qui gravitent autour du soleil.
5,Anglais,Le mot ""cat"" se prononce de la même manière que ""dog"".,FAUX,Faux. Le mot ""cat"" ne se prononce pas de la même manière que ""dog"". Chaque mot a sa propre prononciation distincte.
5,Anglais,Vrai ou faux : L'alphabet anglais comprend 26 lettres.,VRAI,Vrai. L'alphabet anglais est composé de 26 lettres allant de A à Z.
5,Anglais,Le mot ""happy"" signifie triste en anglais.,FAUX,Faux. Le mot ""happy"" signifie joyeux ou heureux en anglais. ""Sad"" est le mot qui signifie triste.
5,Anglais,Quel mot en anglais signifie la même chose que ""maison"" en français ?,House,""House"" en anglais signifie la même chose que ""maison"" en français.
5,Anglais,Le mot ""apple"" se réfère à quel type de fruit en anglais ?,Pomme,""Apple"" en anglais se réfère au fruit pomme.
5,Anglais,Vrai ou faux : ""Elephant"" se prononce avec un son ""f"" à la fin.,FAUX,Faux. ""Elephant"" se prononce avec un son ""t"" à la fin.
5,Anglais,Quel mot en anglais signifie la même chose que ""école"" en français ?,School,""School"" en anglais signifie la même chose que ""école"" en français.
5,Anglais,Vrai ou faux : ""Yellow"" est la couleur bleue en anglais.,FAUX,Faux. ""Yellow"" est le mot anglais qui désigne la couleur jaune pas bleue.
5,Anglais,Le mot ""big"" a le même sens que ""petit"" en anglais.,FAUX,Faux. Le mot ""big"" en anglais signifie grand tandis que ""petit"" se traduit par ""small"".
5,Anglais,Vrai ou faux : ""Hello"" est une façon courante de dire bonjour en anglais.,VRAI,Vrai. ""Hello"" est une façon courante et amicale de dire bonjour en anglais.
6,Culture,Vrai ou faux : La Tour Eiffel est située à Londres.,FAUX,Faux. La Tour Eiffel est située à Paris en France et non à Londres.
6,Culture,Quel est le nom du plus grand océan sur Terre ?,Pacifique,Le plus grand océan sur Terre est l'Océan Pacifique.
6,Culture,Vrai ou faux : Les pandas sont originaires d'Australie.,FAUX,Faux. Les pandas géants sont originaires de Chine.
6,Culture,Quelle est la capitale de l'Espagne ?,Madrid,La capitale de l'Espagne est Madrid.
6,Culture,Quel est le plus grand continent du monde ?,Asie,L'Asie est le plus grand continent du monde.
6,Culture,Vrai ou faux : William Shakespeare était un célèbre peintre.,FAUX,Faux. William Shakespeare était un célèbre écrivain et dramaturge pas un peintre.
6,Culture,Quelle est la monnaie utilisée au Japon ?,Yen,La monnaie utilisée au Japon est le yen.
6,Culture,Vrai ou faux : La Grande Muraille de Chine est visible depuis l'espace.,FAUX,Faux. Contrairement à une croyance populaire la Grande Muraille de Chine n'est généralement pas visible depuis l'espace à l'œil nu.
6,Culture,Quel est le nom de la plus grande île du monde ?,Groenland,La plus grande île du monde est le Groenland.
6,Culture,Vrai ou faux : Les pyramides d'Égypte ont été construites par les Romains.,FAUX,Faux. Les pyramides d'Égypte ont été construites par les anciens Égyptiens pas par les Romains.
